request_id,hospital_id,component_id,blood_group,units_requested,request_date,status,priority,event_type
1407,2,1,AB+,2,2025-01-10,Fulfilled,Routine,None
1408,5,4,O+,5,2025-01-10,Fulfilled,Urgent,None
1409,6,1,A-,4,2025-01-10,Fulfilled,Emergency,None
1410,8,3,A-,1,2025-01-11,Fulfilled,Routine,None
1411,7,1,B+,1,2025-01-11,Fulfilled,Routine,None
1412,3,2,A+,2,2025-01-11,Fulfilled,Routine,None
1413,7,1,B+,2,2025-01-11,Fulfilled,Urgent,None
1414,5,2,B-,1,2025-01-11,Fulfilled,Routine,None
1415,1,3,A+,5,2025-01-11,Fulfilled,Urgent,None
1416,5,3,A+,1,2025-01-11,Cancelled,Routine,None
1417,1,2,A+,2,2025-01-12,Fulfilled,Routine,None
1418,5,4,O+,1,2025-01-12,Fulfilled,Routine,None
1419,7,1,A+,1,2025-01-12,Fulfilled,Routine,None
1420,8,1,O+,2,2025-01-12,Fulfilled,Routine,None
1421,5,2,AB+,2,2025-01-12,Fulfilled,Routine,None
1422,1,4,B-,3,2025-01-12,Fulfilled,Urgent,None
1423,1,3,A+,1,2025-01-12,Fulfilled,Routine,None
1424,2,4,AB+,1,2025-01-12,Fulfilled,Urgent,None
1425,5,3,B+,2,2025-01-12,Fulfilled,Routine,None
1426,8,3,A+,3,2025-01-13,Fulfilled,Emergency,None
1427,2,2,A+,2,2025-01-13,Fulfilled,Routine,None
1428,1,1,A+,2,2025-01-13,Fulfilled,Routine,None
1429,7,3,B-,1,2025-01-13,Fulfilled,Routine,None
1430,2,3,A+,2,2025-01-13,Fulfilled,Urgent,None
1431,1,3,AB+,2,2025-01-13,Fulfilled,Routine,None
1432,2,3,B+,3,2025-01-13,Fulfilled,Routine,None
1433,8,1,B-,2,2025-01-13,Fulfilled,Routine,None
1434,8,1,A+,2,2025-01-13,Fulfilled,Routine,None
1435,7,3,A+,2,2025-01-14,Fulfilled,Routine,None
1436,2,1,A+,5,2025-01-14,Fulfilled,Emergency,None
1437,5,4,A+,1,2025-01-14,Fulfilled,Routine,None
1438,3,4,O+,1,2025-01-14,Fulfilled,Routine,None
1439,3,2,A+,3,2025-01-14,Cancelled,Emergency,None
1440,5,4,B+,4,2025-01-14,Fulfilled,Emergency,None
1441,8,1,O+,2,2025-01-14,Fulfilled,Urgent,None
1442,6,4,A+,1,2025-01-15,Fulfilled,Routine,None
1443,5,3,A+,2,2025-01-15,Fulfilled,Routine,None
1444,8,2,A-,6,2025-01-15,Fulfilled,Emergency,None
1445,6,1,AB+,1,2025-01-15,Fulfilled,Routine,None
1446,6,2,B+,1,2025-01-15,Fulfilled,Routine,None
1447,4,4,A+,3,2025-01-15,Fulfilled,Routine,None
1448,1,1,O+,5,2025-01-15,Fulfilled,Routine,None
1449,8,4,O-,4,2025-01-16,Fulfilled,Routine,None
1450,7,3,O+,1,2025-01-16,Fulfilled,Routine,None
1451,8,3,B-,2,2025-01-16,Fulfilled,Routine,None
1452,3,1,A+,1,2025-01-17,Fulfilled,Routine,None
1453,6,1,A+,3,2025-01-17,Fulfilled,Routine,None
1454,4,4,A+,5,2025-01-17,Fulfilled,Urgent,None
1455,5,4,A+,3,2025-01-17,Fulfilled,Routine,None
1456,6,3,A+,2,2025-01-17,Fulfilled,Routine,None
1457,5,2,A+,1,2025-01-17,Fulfilled,Routine,None
1458,7,2,A+,1,2025-01-17,Fulfilled,Routine,None
1459,1,1,A-,1,2025-01-17,Fulfilled,Urgent,None
1460,6,4,AB+,1,2025-01-17,Fulfilled,Routine,None
1461,5,1,B+,1,2025-01-17,Fulfilled,Routine,None
1462,6,3,B+,2,2025-01-17,Fulfilled,Routine,None
1463,3,4,AB+,3,2025-01-17,Fulfilled,Routine,None
1464,2,3,B+,1,2025-01-17,Fulfilled,Routine,None
1465,5,4,A+,1,2025-01-17,Fulfilled,Routine,None
1466,4,2,A+,13,2025-01-17,Fulfilled,Emergency,None
1467,8,2,AB+,2,2025-01-18,Fulfilled,Urgent,None
1468,1,3,AB+,1,2025-01-18,Fulfilled,Routine,None
1469,7,4,A+,3,2025-01-18,Fulfilled,Routine,None
1470,3,3,B+,1,2025-01-18,Fulfilled,Routine,None
1471,6,1,A+,2,2025-01-18,Fulfilled,Urgent,None
1472,4,4,B+,4,2025-01-18,Fulfilled,Routine,None
1473,3,1,A-,1,2025-01-18,Fulfilled,Routine,None
1474,8,4,O+,2,2025-01-18,Fulfilled,Routine,None
1475,5,2,A+,1,2025-01-18,Fulfilled,Routine,None
1476,7,1,O+,5,2025-01-18,Fulfilled,Routine,None
1477,7,1,O-,1,2025-01-18,Fulfilled,Routine,None
1478,3,4,A+,1,2025-01-18,Fulfilled,Routine,None
1479,8,4,A+,2,2025-01-19,Fulfilled,Routine,None
1480,2,2,A+,1,2025-01-19,Fulfilled,Routine,None
1481,6,4,A-,1,2025-01-19,Fulfilled,Routine,None
1482,1,2,A+,1,2025-01-19,Fulfilled,Routine,None
1483,7,1,O+,1,2025-01-20,Fulfilled,Routine,None
1484,2,4,A+,7,2025-01-20,Fulfilled,Emergency,None
1485,2,2,B+,1,2025-01-20,Fulfilled,Routine,None
1486,7,3,O+,1,2025-01-20,Fulfilled,Routine,None
1487,3,2,O+,2,2025-01-20,Fulfilled,Routine,None
1488,5,4,O+,2,2025-01-20,Fulfilled,Routine,None
1489,6,4,B-,1,2025-01-20,Fulfilled,Routine,None
1490,1,1,B-,1,2025-01-20,Fulfilled,Routine,None
1491,3,3,A-,1,2025-01-20,Fulfilled,Routine,None
1492,3,1,A+,6,2025-01-20,Cancelled,Emergency,None
1493,4,1,A+,3,2025-01-20,Fulfilled,Routine,None
1494,5,4,AB+,2,2025-01-20,Fulfilled,Routine,None
1495,4,3,A+,7,2025-01-21,Fulfilled,Routine,None
1496,7,1,B+,1,2025-01-21,Fulfilled,Routine,None
1497,8,4,A+,2,2025-01-21,Fulfilled,Routine,None
1498,5,3,A-,1,2025-01-21,Fulfilled,Routine,None
1499,1,3,A+,2,2025-01-21,Fulfilled,Routine,None
1500,4,2,A+,5,2025-01-21,Fulfilled,Urgent,None
1501,1,3,AB+,1,2025-01-22,Fulfilled,Routine,None
1502,7,2,B+,2,2025-01-22,Fulfilled,Urgent,None
1503,5,4,B+,1,2025-01-22,Fulfilled,Routine,None
1504,7,2,O+,2,2025-01-22,Fulfilled,Routine,None
1505,7,1,A-,1,2025-01-22,Fulfilled,Routine,None
1506,2,4,O+,2,2025-01-22,Fulfilled,Urgent,None
1507,5,3,A+,5,2025-01-23,Fulfilled,Emergency,None
1508,5,3,B+,1,2025-01-23,Fulfilled,Routine,None
1509,3,3,A+,1,2025-01-23,Fulfilled,Routine,None
1510,5,2,B-,2,2025-01-23,Fulfilled,Routine,None
1511,5,4,O-,1,2025-01-23,Fulfilled,Routine,None
1512,8,2,O+,5,2025-01-23,Fulfilled,Emergency,None
1513,8,2,A+,2,2025-01-23,Fulfilled,Routine,None
1514,2,1,A+,1,2025-01-23,Fulfilled,Urgent,None
1515,3,2,AB+,3,2025-01-23,Fulfilled,Routine,None
1516,2,1,A+,1,2025-01-23,Cancelled,Routine,None
1517,3,4,O+,1,2025-01-24,Fulfilled,Routine,None
1518,5,2,B+,1,2025-01-24,Fulfilled,Routine,None
1519,5,4,O+,2,2025-01-24,Fulfilled,Routine,None
1520,8,3,O+,1,2025-01-24,Fulfilled,Routine,None
1521,4,3,A-,4,2025-01-24,Fulfilled,Routine,None
1522,4,1,AB+,3,2025-01-24,Fulfilled,Routine,None
1523,6,4,A+,2,2025-01-24,Fulfilled,Routine,None
1524,6,1,A+,1,2025-01-24,Fulfilled,Routine,None
1525,5,2,A+,2,2025-01-25,Fulfilled,Routine,None
1526,4,1,A-,8,2025-01-25,Fulfilled,Urgent,None
1527,6,4,A+,2,2025-01-25,Fulfilled,Routine,None
1528,1,3,B+,1,2025-01-25,Fulfilled,Routine,None
1529,5,1,AB+,1,2025-01-25,Fulfilled,Routine,None
1530,8,4,A+,6,2025-01-25,Fulfilled,Emergency,None
1531,4,1,B+,5,2025-01-25,Fulfilled,Routine,None
1532,7,1,A+,4,2025-01-25,Fulfilled,Routine,None
1533,5,1,A+,3,2025-01-25,Fulfilled,Routine,None
1534,8,3,B+,2,2025-01-25,Fulfilled,Routine,None
1535,4,2,B-,3,2025-01-25,Fulfilled,Urgent,None
1536,7,3,B+,2,2025-01-25,Fulfilled,Routine,None
1537,8,4,A+,3,2025-01-26,Fulfilled,Routine,None
1538,1,2,A+,4,2025-01-26,Fulfilled,Routine,None
1539,8,4,O+,1,2025-01-26,Cancelled,Routine,None
1540,7,2,O+,1,2025-01-26,Fulfilled,Routine,None
1541,3,3,B+,2,2025-01-26,Fulfilled,Routine,None
1542,7,1,A+,1,2025-01-26,Fulfilled,Routine,None
1543,7,3,B+,5,2025-01-26,Fulfilled,Urgent,None
1544,5,3,AB+,1,2025-01-26,Fulfilled,Routine,None
1545,5,4,A+,3,2025-01-26,Fulfilled,Urgent,None
1546,4,4,O+,8,2025-01-27,Fulfilled,Emergency,None
1547,5,4,B-,2,2025-01-27,Fulfilled,Urgent,None
1548,7,2,AB+,2,2025-01-27,Fulfilled,Routine,None
1549,3,2,O-,2,2025-01-27,Fulfilled,Routine,None
1550,8,3,B+,2,2025-01-27,Fulfilled,Routine,None
1551,5,1,A+,2,2025-01-27,Fulfilled,Routine,None
1552,3,1,B+,4,2025-01-27,Fulfilled,Urgent,None
1553,2,1,O+,2,2025-01-27,Fulfilled,Routine,None
1554,2,2,O-,2,2025-01-27,Fulfilled,Urgent,None
1555,2,4,A+,3,2025-01-28,Fulfilled,Urgent,None
1556,1,1,A+,3,2025-01-28,Fulfilled,Routine,None
1557,6,4,B+,1,2025-01-28,Fulfilled,Routine,None
1558,1,1,A+,2,2025-01-28,Fulfilled,Routine,None
1559,6,2,O+,2,2025-01-28,Fulfilled,Routine,None
1560,6,2,B+,1,2025-01-29,Fulfilled,Routine,None
1561,8,2,A+,1,2025-01-29,Fulfilled,Routine,None
1562,5,4,A+,1,2025-01-29,Fulfilled,Routine,None
1563,8,3,A+,1,2025-01-29,Fulfilled,Routine,None
1564,3,1,AB+,1,2025-01-29,Fulfilled,Routine,None
1565,3,1,O+,1,2025-01-30,Fulfilled,Routine,None
1566,5,2,O+,1,2025-01-30,Fulfilled,Routine,None
1567,5,1,A+,2,2025-01-30,Fulfilled,Routine,None
1568,5,1,B+,4,2025-01-30,Fulfilled,Urgent,None
1569,5,3,A+,2,2025-01-31,Fulfilled,Routine,None
1570,1,3,O+,2,2025-01-31,Fulfilled,Urgent,None
1571,6,2,A+,4,2025-01-31,Fulfilled,Urgent,None
1572,2,3,AB+,6,2025-01-31,Fulfilled,Emergency,None
1573,3,1,B+,3,2025-01-31,Fulfilled,Routine,None
1574,2,2,B+,2,2025-01-31,Fulfilled,Routine,None
1575,4,3,B-,3,2025-01-31,Fulfilled,Routine,None
1576,1,3,O-,1,2025-01-31,Fulfilled,Routine,None
1577,5,1,B+,1,2025-01-31,Fulfilled,Routine,None
1578,1,3,A+,1,2025-01-31,Fulfilled,Urgent,None
1579,6,2,A-,1,2025-01-31,Cancelled,Routine,None
1580,7,3,A+,1,2025-01-31,Fulfilled,Routine,None
1581,8,1,A-,7,2025-02-01,Cancelled,Emergency,None
1582,3,3,A-,2,2025-02-01,Fulfilled,Routine,None
1583,2,3,A+,2,2025-02-01,Fulfilled,Routine,None
1584,7,3,B+,3,2025-02-01,Fulfilled,Urgent,None
1585,6,2,B+,1,2025-02-01,Cancelled,Routine,None
1586,4,4,A-,5,2025-02-01,Fulfilled,Routine,None
1587,5,3,AB+,2,2025-02-01,Fulfilled,Urgent,None
1588,2,3,B+,1,2025-02-01,Fulfilled,Routine,None
1589,2,4,B+,3,2025-02-01,Fulfilled,Urgent,None
1590,3,4,B+,1,2025-02-02,Fulfilled,Routine,None
1591,5,3,A-,3,2025-02-02,Fulfilled,Urgent,None
1592,7,3,A+,2,2025-02-02,Fulfilled,Routine,None
1593,4,1,O+,5,2025-02-02,Fulfilled,Routine,None
1594,8,2,A+,5,2025-02-02,Fulfilled,Emergency,None
1595,2,2,O+,2,2025-02-02,Fulfilled,Routine,None
1596,4,1,A+,16,2025-02-02,Fulfilled,Emergency,None
1597,2,2,A+,2,2025-02-02,Fulfilled,Routine,None
1598,7,2,O+,1,2025-02-02,Fulfilled,Routine,None
1599,7,4,B+,1,2025-02-02,Fulfilled,Routine,None
1600,3,2,A-,3,2025-02-02,Fulfilled,Routine,None
1601,1,1,B+,2,2025-02-02,Fulfilled,Urgent,None
1602,6,1,O+,1,2025-02-02,Fulfilled,Routine,None
1603,6,3,B+,1,2025-02-02,Fulfilled,Routine,None
1604,1,2,A+,3,2025-02-03,Fulfilled,Urgent,None
1605,1,1,A+,5,2025-02-03,Fulfilled,Routine,None
1606,4,1,A-,6,2025-02-03,Fulfilled,Routine,None
1607,1,3,A+,3,2025-02-03,Fulfilled,Urgent,None
1608,3,3,A+,2,2025-02-03,Fulfilled,Urgent,None
1609,4,3,B+,8,2025-02-03,Fulfilled,Urgent,None
1610,1,4,B+,4,2025-02-03,Fulfilled,Emergency,None
1611,7,3,A+,6,2025-02-04,Fulfilled,Emergency,None
1612,1,4,O+,1,2025-02-04,Fulfilled,Routine,None
1613,3,4,B+,1,2025-02-04,Fulfilled,Routine,None
1614,3,2,B+,11,2025-02-04,Fulfilled,Emergency,None
1615,2,4,A-,2,2025-02-04,Fulfilled,Emergency,None
1616,3,1,O-,2,2025-02-04,Fulfilled,Routine,None
1617,3,3,AB-,2,2025-02-04,Fulfilled,Routine,None
1618,7,3,B+,3,2025-02-04,Fulfilled,Urgent,None
1619,3,2,B+,3,2025-02-05,Fulfilled,Routine,None
1620,8,4,A+,1,2025-02-05,Fulfilled,Routine,None
1621,6,2,A+,1,2025-02-05,Fulfilled,Routine,None
1622,3,2,A+,3,2025-02-05,Fulfilled,Routine,None
1623,3,2,B+,1,2025-02-05,Fulfilled,Emergency,None
1624,1,3,A+,3,2025-02-05,Cancelled,Emergency,None
1625,7,3,B+,1,2025-02-05,Fulfilled,Routine,None
1626,6,3,A+,4,2025-02-05,Cancelled,Emergency,None
1627,1,2,B+,2,2025-02-05,Fulfilled,Routine,None
1628,1,3,B+,2,2025-02-06,Fulfilled,Emergency,None
1629,1,2,A-,1,2025-02-06,Fulfilled,Routine,None
1630,2,3,B+,9,2025-02-06,Fulfilled,Emergency,None
1631,2,4,B-,1,2025-02-06,Fulfilled,Urgent,None
1632,2,3,O+,3,2025-02-06,Fulfilled,Routine,None
1633,6,2,AB+,2,2025-02-06,Fulfilled,Routine,None
1634,7,2,B+,1,2025-02-07,Fulfilled,Routine,None
1635,2,2,A-,2,2025-02-07,Fulfilled,Routine,None
1636,1,4,A+,3,2025-02-07,Fulfilled,Routine,None
1637,1,2,B-,1,2025-02-07,Fulfilled,Routine,None
1638,2,3,A+,1,2025-02-07,Fulfilled,Routine,None
1639,6,2,A+,1,2025-02-07,Fulfilled,Urgent,None
1640,2,3,O+,2,2025-02-07,Fulfilled,Routine,None
1641,5,2,A+,3,2025-02-07,Fulfilled,Routine,None
1642,6,1,AB+,2,2025-02-07,Fulfilled,Routine,None
1643,1,2,A+,1,2025-02-07,Fulfilled,Routine,None
1644,1,4,B+,1,2025-02-07,Fulfilled,Routine,None
1645,1,1,A+,3,2025-02-08,Fulfilled,Urgent,None
1646,1,3,B+,2,2025-02-08,Fulfilled,Routine,None
1647,4,2,A+,20,2025-02-08,Fulfilled,Emergency,None
1648,4,4,O+,5,2025-02-08,Fulfilled,Routine,None
1649,5,3,O+,2,2025-02-08,Fulfilled,Routine,None
1650,4,3,B+,8,2025-02-08,Fulfilled,Urgent,None
1651,3,2,A+,1,2025-02-08,Fulfilled,Routine,None
1652,1,3,A+,2,2025-02-08,Fulfilled,Routine,None
1653,8,3,A+,3,2025-02-08,Fulfilled,Routine,None
1654,8,2,B+,3,2025-02-08,Fulfilled,Routine,None
1655,3,4,AB+,2,2025-02-08,Fulfilled,Routine,None
1656,2,1,B-,1,2025-02-08,Fulfilled,Routine,None
1657,2,2,B+,2,2025-02-08,Fulfilled,Routine,None
1658,6,4,AB+,1,2025-02-08,Fulfilled,Routine,None
1659,1,1,A+,1,2025-02-08,Fulfilled,Routine,None
1660,2,2,A+,1,2025-02-08,Fulfilled,Routine,None
1661,2,1,A+,1,2025-02-09,Fulfilled,Urgent,None
1662,6,4,AB+,3,2025-02-09,Fulfilled,Routine,None
1663,1,2,B-,1,2025-02-09,Fulfilled,Routine,None
1664,6,2,AB+,1,2025-02-09,Fulfilled,Routine,None
1665,8,3,B+,2,2025-02-09,Fulfilled,Routine,None
1666,3,3,A+,2,2025-02-09,Fulfilled,Routine,None
1667,5,1,A-,1,2025-02-09,Fulfilled,Routine,None
1668,8,2,A-,1,2025-02-09,Fulfilled,Routine,None
1669,2,4,B+,1,2025-02-10,Fulfilled,Routine,None
1670,6,1,A+,1,2025-02-10,Fulfilled,Routine,None
1671,5,2,A+,2,2025-02-10,Fulfilled,Routine,None
1672,5,3,A+,3,2025-02-10,Fulfilled,Routine,None
1673,8,4,A+,1,2025-02-10,Fulfilled,Routine,None
1674,5,4,A+,2,2025-02-10,Fulfilled,Routine,None
1675,1,2,A+,2,2025-02-10,Fulfilled,Routine,None
1676,8,3,O+,2,2025-02-10,Fulfilled,Routine,None
1677,8,3,O+,2,2025-02-10,Fulfilled,Routine,None
1678,2,3,O+,3,2025-02-10,Fulfilled,Emergency,None
1679,4,2,B-,4,2025-02-10,Fulfilled,Routine,None
1680,1,2,B+,3,2025-02-11,Fulfilled,Urgent,None
1681,5,4,A+,3,2025-02-11,Fulfilled,Routine,None
1682,4,1,A+,5,2025-02-11,Fulfilled,Urgent,None
1683,5,3,B+,1,2025-02-11,Fulfilled,Routine,None
1684,1,4,O-,1,2025-02-11,Fulfilled,Routine,None
1685,3,1,O+,2,2025-02-11,Fulfilled,Urgent,None
1686,3,4,B+,2,2025-02-11,Fulfilled,Routine,None
1687,1,1,O-,1,2025-02-11,Fulfilled,Urgent,None
1688,4,3,A-,6,2025-02-11,Fulfilled,Urgent,None
1689,7,2,A+,1,2025-02-12,Fulfilled,Routine,None
1690,3,3,O+,2,2025-02-12,Fulfilled,Routine,None
1691,4,3,B+,3,2025-02-12,Cancelled,Routine,None
1692,4,1,O+,6,2025-02-12,Fulfilled,Emergency,None
1693,7,4,A+,2,2025-02-12,Fulfilled,Routine,None
1694,6,4,O-,5,2025-02-12,Fulfilled,Emergency,None
1695,6,3,A-,4,2025-02-12,Fulfilled,Emergency,None
1696,5,1,A-,5,2025-02-12,Fulfilled,Urgent,None
1697,2,2,B+,1,2025-02-12,Fulfilled,Routine,None
1698,6,2,A+,5,2025-02-12,Fulfilled,Urgent,None
1699,4,2,A+,4,2025-02-13,Fulfilled,Routine,None
1700,6,3,A-,1,2025-02-13,Fulfilled,Routine,None
1701,3,3,A+,3,2025-02-13,Fulfilled,Routine,None
1702,6,2,B+,5,2025-02-13,Fulfilled,Urgent,None
1703,1,3,A+,3,2025-02-13,Fulfilled,Urgent,None
1704,2,3,B+,1,2025-02-13,Fulfilled,Routine,None
1705,7,4,B+,1,2025-02-13,Fulfilled,Routine,None
1706,4,2,A+,4,2025-02-13,Fulfilled,Routine,None
1707,6,3,O+,4,2025-02-14,Fulfilled,Urgent,None
1708,8,4,B+,2,2025-02-14,Fulfilled,Emergency,None
1709,4,2,A+,5,2025-02-14,Fulfilled,Routine,None
1710,7,2,A-,2,2025-02-14,Fulfilled,Routine,None
1711,4,3,B+,4,2025-02-14,Fulfilled,Routine,None
1712,2,2,A+,1,2025-02-14,Fulfilled,Routine,None
1713,8,1,O-,5,2025-02-14,Fulfilled,Routine,None
1714,4,1,A+,2,2025-02-14,Fulfilled,Routine,None
1715,7,3,A+,1,2025-02-14,Fulfilled,Routine,None
1716,8,2,A+,1,2025-02-14,Fulfilled,Routine,None
1717,8,1,B-,1,2025-02-14,Fulfilled,Routine,None
1718,5,1,AB+,2,2025-02-15,Fulfilled,Routine,None
1719,6,3,AB+,2,2025-02-15,Fulfilled,Urgent,None
1720,1,2,B+,1,2025-02-15,Fulfilled,Routine,None
1721,6,2,O+,2,2025-02-15,Fulfilled,Routine,None
1722,5,4,A+,2,2025-02-15,Fulfilled,Routine,None
1723,8,1,A+,2,2025-02-15,Fulfilled,Routine,None
1724,1,2,B+,2,2025-02-15,Cancelled,Routine,None
1725,5,3,A+,2,2025-02-15,Fulfilled,Routine,None
1726,4,3,B+,4,2025-02-15,Fulfilled,Routine,None
1727,7,1,O+,1,2025-02-15,Fulfilled,Routine,None
1728,3,1,O+,1,2025-02-15,Fulfilled,Routine,None
1729,5,4,AB-,2,2025-02-15,Fulfilled,Routine,None
1730,3,4,A+,4,2025-02-15,Fulfilled,Urgent,None
1731,2,2,B+,2,2025-02-15,Fulfilled,Urgent,None
1732,4,4,B+,4,2025-02-15,Fulfilled,Routine,None
1733,7,1,A+,1,2025-02-16,Fulfilled,Routine,None
1734,3,1,B+,2,2025-02-16,Fulfilled,Routine,None
1735,1,1,A+,1,2025-02-16,Fulfilled,Urgent,None
1736,8,1,A+,2,2025-02-16,Fulfilled,Routine,None
1737,2,1,A+,1,2025-02-16,Fulfilled,Urgent,None
1738,1,3,A+,3,2025-02-16,Fulfilled,Urgent,None
1739,8,4,AB+,1,2025-02-17,Fulfilled,Routine,None
1740,3,2,A-,1,2025-02-17,Fulfilled,Urgent,None
1741,7,2,A+,1,2025-02-17,Fulfilled,Routine,None
1742,8,2,A+,2,2025-02-17,Fulfilled,Urgent,None
1743,1,3,A+,1,2025-02-17,Fulfilled,Routine,None
1744,5,1,B+,1,2025-02-17,Fulfilled,Routine,None
1745,1,3,B-,1,2025-02-18,Fulfilled,Routine,None
1746,8,2,B+,3,2025-02-18,Fulfilled,Routine,None
1747,3,2,A-,2,2025-02-18,Fulfilled,Routine,None
1748,7,1,A+,2,2025-02-18,Fulfilled,Routine,None
1749,6,4,A+,1,2025-02-18,Fulfilled,Routine,None
1750,4,3,B+,4,2025-02-18,Fulfilled,Routine,None
1751,4,1,A-,3,2025-02-18,Fulfilled,Routine,None
1752,4,3,A+,10,2025-02-18,Fulfilled,Emergency,None
1753,6,2,A+,3,2025-02-19,Fulfilled,Routine,None
1754,3,2,AB+,2,2025-02-19,Fulfilled,Routine,None
1755,6,3,A+,1,2025-02-19,Fulfilled,Routine,None
1756,6,1,A+,2,2025-02-19,Fulfilled,Urgent,None
1757,6,2,B+,1,2025-02-19,Fulfilled,Routine,None
1758,3,4,O-,4,2025-02-19,Fulfilled,Routine,None
1759,3,4,O+,2,2025-02-19,Fulfilled,Routine,None
1760,8,2,A+,3,2025-02-19,Fulfilled,Urgent,None
1761,5,4,O+,1,2025-02-20,Fulfilled,Routine,None
1762,7,1,B+,1,2025-02-20,Fulfilled,Routine,None
1763,3,4,A+,1,2025-02-20,Fulfilled,Routine,None
1764,1,3,O+,2,2025-02-20,Fulfilled,Routine,None
1765,7,1,AB+,1,2025-02-20,Fulfilled,Routine,None
1766,8,4,B+,3,2025-02-20,Fulfilled,Routine,None
1767,4,3,B+,2,2025-02-20,Fulfilled,Routine,None
1768,4,1,AB-,4,2025-02-20,Fulfilled,Urgent,None
1769,3,4,B+,2,2025-02-20,Fulfilled,Routine,None
1770,3,1,AB+,2,2025-02-20,Fulfilled,Routine,None
1771,5,4,B+,2,2025-02-21,Fulfilled,Routine,None
1772,8,4,AB+,5,2025-02-21,Fulfilled,Emergency,None
1773,5,3,A+,5,2025-02-21,Fulfilled,Urgent,None
1774,5,1,O+,1,2025-02-21,Fulfilled,Routine,None
1775,3,3,O+,2,2025-02-21,Fulfilled,Urgent,None
1776,7,1,AB+,2,2025-02-21,Fulfilled,Routine,None
1777,7,1,A-,3,2025-02-21,Fulfilled,Urgent,None
1778,8,4,A-,2,2025-02-21,Fulfilled,Urgent,None
1779,2,2,B+,1,2025-02-22,Fulfilled,Urgent,None
1780,1,4,B+,1,2025-02-22,Fulfilled,Urgent,None
1781,5,4,B+,2,2025-02-22,Fulfilled,Routine,None
1782,3,4,AB+,2,2025-02-22,Fulfilled,Routine,None
1783,4,3,A+,4,2025-02-22,Cancelled,Routine,None
1784,5,2,A+,1,2025-02-22,Fulfilled,Routine,None
1785,8,4,B+,1,2025-02-22,Fulfilled,Routine,None
1786,7,4,A+,1,2025-02-22,Fulfilled,Routine,None
1787,8,1,B-,2,2025-02-22,Fulfilled,Routine,None
1788,7,3,A-,2,2025-02-22,Fulfilled,Routine,None
1789,8,4,AB+,6,2025-02-22,Fulfilled,Urgent,None
1790,7,3,A+,2,2025-02-22,Fulfilled,Urgent,None
1791,7,1,O+,1,2025-02-23,Fulfilled,Routine,None
1792,6,4,A+,1,2025-02-23,Fulfilled,Urgent,None
1793,1,1,A-,4,2025-02-23,Fulfilled,Urgent,None
1794,4,4,B+,12,2025-02-23,Fulfilled,Urgent,None
1795,3,2,O+,1,2025-02-23,Fulfilled,Routine,None
1796,2,1,AB+,1,2025-02-23,Fulfilled,Routine,None
1797,6,2,B+,2,2025-02-23,Fulfilled,Urgent,None
1798,5,4,B+,2,2025-02-24,Fulfilled,Urgent,None
1799,6,1,O+,3,2025-02-24,Fulfilled,Routine,None
1800,1,4,AB+,1,2025-02-24,Fulfilled,Routine,None
1801,2,3,B-,1,2025-02-24,Fulfilled,Routine,None
1802,1,1,A+,1,2025-02-24,Fulfilled,Routine,None
1803,6,1,AB+,1,2025-02-24,Fulfilled,Routine,None
1804,1,2,A+,1,2025-02-24,Fulfilled,Routine,None
1805,3,2,A+,2,2025-02-24,Fulfilled,Routine,None
1806,6,4,O+,1,2025-02-24,Fulfilled,Routine,None
1807,5,3,B+,2,2025-02-24,Fulfilled,Routine,None
1808,4,2,O+,6,2025-02-24,Fulfilled,Routine,None
1809,8,2,A-,1,2025-02-25,Fulfilled,Routine,None
1810,3,2,A+,1,2025-02-25,Fulfilled,Routine,None
1811,5,2,A+,2,2025-02-25,Fulfilled,Routine,None
1812,5,3,B+,4,2025-02-25,Fulfilled,Routine,None
1813,5,3,A+,2,2025-02-25,Fulfilled,Urgent,None
1814,8,1,B-,2,2025-02-25,Fulfilled,Routine,None
1815,4,1,A+,2,2025-02-25,Fulfilled,Routine,None
1816,7,2,B+,1,2025-02-25,Fulfilled,Routine,None
1817,6,3,A-,2,2025-02-25,Fulfilled,Routine,None
1818,1,4,A+,1,2025-02-25,Fulfilled,Routine,None
1819,2,1,B+,3,2025-02-26,Fulfilled,Urgent,None
1820,5,3,A+,1,2025-02-26,Fulfilled,Routine,None
1821,8,1,O+,1,2025-02-26,Fulfilled,Routine,None
1822,7,4,A+,2,2025-02-26,Fulfilled,Routine,None
1823,4,1,B-,6,2025-02-26,Fulfilled,Routine,None
1824,5,1,O+,1,2025-02-27,Fulfilled,Emergency,None
1825,5,1,A+,2,2025-02-27,Fulfilled,Routine,None
1826,5,1,A+,1,2025-02-27,Fulfilled,Routine,None
1827,7,4,O+,3,2025-02-27,Fulfilled,Routine,None
1828,8,3,AB+,2,2025-02-27,Fulfilled,Routine,None
1829,5,4,A+,3,2025-02-27,Fulfilled,Routine,None
1830,1,2,AB-,1,2025-02-27,Fulfilled,Routine,None
1831,3,3,A+,2,2025-02-27,Fulfilled,Routine,None
1832,3,1,B+,2,2025-02-27,Fulfilled,Routine,None
1833,7,4,O+,3,2025-02-27,Fulfilled,Urgent,None
1834,4,4,B+,5,2025-02-28,Fulfilled,Urgent,Accident
1835,4,3,B+,4,2025-02-28,Fulfilled,Urgent,Accident
1836,3,4,O+,6,2025-02-28,Fulfilled,Emergency,Accident
1837,5,4,O+,2,2025-02-28,Fulfilled,Emergency,Accident
